account_id,member_id,service_address,service_city,service_state,start_date,end_date,billing_status_cd
300309,101664,2745 Johnson Pine,Smithborough,GA,2018-04-29,,ACTIVE
300310,101779,14268 Jennifer Walks Apt. 554,South Catherineton,VA,2024-05-25,,ACTIVE
300311,101893,683 Sarah River,North Amanda,NC,2020-10-14,,ACTIVE
300312,100017,7245 Stout Corner Apt. 541,West Amy,NC,2020-07-22,,ACTIVE
300313,100302,231 Rowe Pines,New Diane,NC,2018-10-25,,ACTIVE
300314,101597,147 Carrie Hills Suite 356,Sandrafort,NC,2022-09-25,2025-09-08,CLOSED
300315,101487,464 Matthew Extensions Suite 065,New Josephfort,NC,2021-11-13,,ACTIVE
300316,101542,845 Dunn Mountain,East Vincent,NC,2022-10-03,2026-03-06,CLOSED
300317,100528,48587 Robert Fall,Joshuaview,NC,2020-09-18,,ACTIVE
300318,101476,418 Long Meadow Apt. 724,New Keithtown,NC,2025-07-24,,ACTIVE
300319,100119,25568 Nicole Loaf,Robertland,NC,2020-02-25,,ACTIVE
300320,101395,2242 Wolfe Brooks,East Patrickfurt,FL,2018-07-14,,ACTIVE
300321,101300,5774 Mitchell Cliff,Ruizville,NC,2019-08-13,,ACTIVE
300322,100669,6187 Clayton Oval Suite 601,Christopherborough,VA,2021-10-18,,ACTIVE
300323,101540,1911 Pearson Circles Suite 516,Thomasside,SC,2018-11-08,,ACTIVE
300324,100373,170 Lopez Mount,Jaredbury,VA,2024-03-02,,ACTIVE
300325,101935,67826 Hill Way,North Jamesberg,NC,2024-03-06,,ACTIVE
300326,100159,07873 Taylor Mountain,Kristineton,TN,2022-01-05,,ACTIVE
300327,101098,045 Olsen Mission,Jademouth,NC,2018-01-14,,ACTIVE
300328,101829,108 Mckay Streets,Lake Matthewton,NC,2024-01-24,,ACTIVE
300329,101118,81517 Boyd Plains,North Sheilafurt,FL,2024-03-24,2026-06-30,CLOSED
300330,100859,262 Matthew Ridge Apt. 130,Hollyshire,NC,2024-02-06,,ACTIVE
300331,100373,251 Shepard Roads Suite 432,Jonesfurt,FL,2025-01-19,,ACTIVE
300332,101394,8647 April Passage,New Daniel,SC,2022-12-22,,ACTIVE
300333,101827,43335 Natalie Parks Suite 734,Holdenfurt,VA,2024-02-18,2026-06-30,CLOSED
300334,100437,71474 Roberson Inlet,New Jamesfort,NC,2019-01-28,,ACTIVE
300335,100671,6426 Anderson Canyon Suite 275,Martinezfort,SC,2025-07-14,,ACTIVE
300336,101783,539 Brett Forks Suite 331,Brittneyside,GA,2022-11-18,,ACTIVE
300337,100163,652 White Plaza,South Cheryl,NC,2019-04-22,,ACTIVE
300338,101581,698 Christopher Union Suite 633,Herrerastad,VA,2023-03-11,,ACTIVE
300339,100406,06435 Emily Square Apt. 227,Darrellview,TN,2020-09-27,,ACTIVE
300340,101803,547 Tracy Streets,Velasquezshire,NC,2025-09-28,,ACTIVE
300341,101430,121 Hart Throughway,North Travis,NC,2019-10-29,,ACTIVE
300342,100427,13653 Faith Streets Apt. 276,Isaacport,NC,2025-12-24,,ACTIVE
300343,100913,0751 Jeffrey Burg,Woodston,SC,2025-06-30,,ACTIVE
300344,100820,525 Collin Plains Apt. 700,Lindseybury,NC,2024-11-18,,ACTIVE
300345,100763,5344 Baldwin Isle Apt. 578,Jacobsbury,NC,2018-10-26,,ACTIVE
300346,101726,63241 Dan Turnpike,Castanedaburgh,SC,2020-08-03,,ACTIVE
300347,101141,587 Brown Summit Apt. 649,Jamesberg,FL,2022-01-23,,ACTIVE
300348,100639,313 Roberts Coves Suite 670,South Jasmine,NC,2025-03-05,,ACTIVE
300349,100805,963 Dawn Trafficway,Port Nathanielville,NC,2023-01-22,,ACTIVE
300350,101007,068 Eric Turnpike,Jacobsborough,FL,2023-03-07,,ACTIVE
300351,100378,56066 Tonya Crest,Port Tonyaville,NC,2020-02-19,2022-09-24,CLOSED
300352,100765,507 Mary Forge,West Colinshire,VA,2023-05-31,,ACTIVE
300353,101444,566 Amanda Divide,Seanview,NC,2023-10-31,,ACTIVE
300354,100119,81550 Choi Rapids,Duncanton,FL,2025-06-08,,ACTIVE
300355,100137,203 Thompson Light Suite 299,New Nancy,NC,2022-12-16,,ACTIVE
300356,100974,965 Kurt Cape Apt. 650,Jessestad,NC,2021-06-14,2024-04-21,CLOSED
300357,101171,08012 Graves Parkway Apt. 565,Aaronmouth,NC,2019-04-06,,ACTIVE
300358,101219,950 Clayton Crescent Suite 306,New Monique,NC,2019-12-07,,ACTIVE
300359,101239,87232 Elliott Village Suite 856,North Melissa,NC,2018-06-27,,ACTIVE
300360,100101,53746 Lori Field Suite 693,South Crystalchester,NC,2024-11-04,,ACTIVE
300361,100689,8395 Hoffman Cliffs Suite 426,East Maria,NC,2019-07-05,,ACTIVE
300362,101292,7736 Chase Roads,East Sarah,NC,2023-04-05,,ACTIVE
300363,101246,372 David Mount Suite 828,North Coltonview,GA,2024-08-17,2024-12-15,CLOSED
300364,100829,8507 Mary Well,Brianport,GA,2019-09-03,,ACTIVE
300365,101506,0551 Gina Turnpike,Port Margaret,GA,2019-02-25,,ACTIVE
300366,100154,79291 Rivera Path Suite 678,Sandrastad,NC,2024-12-29,,ACTIVE
300367,100340,186 Mccarthy Manors,Petermouth,NC,2019-08-19,,ACTIVE
300368,101654,892 Landry Greens,East Matthew,NC,2020-02-28,,ACTIVE
300369,101806,84917 Flores Burg,Port Amber,NC,2023-10-11,,ACTIVE
300370,101966,78648 Ian Road,West Samantha,VA,2021-01-29,2021-04-03,CLOSED
300371,101010,2798 Lindsey Row,Port Amyside,FL,2019-05-10,,ACTIVE
300372,100683,0677 Horn Ways,Abbottville,NC,2025-06-04,,ACTIVE
300373,101726,2751 Shannon Hills,Thompsonview,SC,2020-01-27,,ACTIVE
300374,101413,429 Edward Stravenue Apt. 399,Lake Josephfurt,VA,2019-06-03,,ACTIVE
300375,101231,511 Luna Mews,Lake Denisetown,NC,2023-05-09,2024-07-27,CLOSED
300376,101489,770 Julie Springs Apt. 949,North Douglasmouth,SC,2018-04-06,,ACTIVE
300377,101479,822 Espinoza Field Suite 988,Port Ellen,SC,2019-06-02,,ACTIVE
300378,100451,3900 White Circles Suite 221,Lake Raymond,NC,2021-01-21,,ACTIVE
300379,100248,0613 Alicia Mills Apt. 966,Johnsonburgh,NC,2019-04-15,,ACTIVE
300380,101857,5237 Floyd Rapids,Alexanderchester,GA,2025-05-26,,ACTIVE
300381,100523,77563 Sabrina Creek Apt. 446,New Melissatown,SC,2023-12-18,,ACTIVE
300382,100773,546 Johnson Stravenue Apt. 239,Michaelfort,VA,2022-05-30,,ACTIVE
300383,101031,1752 Cunningham Bridge,West Gary,SC,2023-02-17,,ACTIVE
300384,101990,1966 Navarro Club Suite 583,Williammouth,SC,2025-02-03,,ACTIVE
300385,100893,48519 Nicolas Alley,Spencerton,NC,2018-03-27,,ACTIVE
300386,100281,63634 Joseph Point,Port Joshua,FL,2020-03-07,,ACTIVE
300387,101370,3904 Timothy Spring Apt. 908,Lake Laurenhaven,SC,2021-04-04,,ACTIVE
300388,101427,28616 Kelly Common Apt. 394,East Randymouth,NC,2024-04-15,,ACTIVE
300389,100084,465 Burnett Inlet Suite 683,Bushbury,NC,2025-04-19,,ACTIVE
300390,101070,65285 Beasley Spring Apt. 152,Wilkinstown,NC,2019-04-14,,ACTIVE
300391,101896,3897 Myers Vista Suite 097,East Taraport,NC,2023-11-09,2025-10-29,CLOSED
300392,100689,3715 Freeman Meadows Apt. 100,Hamptonview,NC,2021-03-14,,ACTIVE
300393,101211,62784 Brian Stravenue Apt. 601,North Whitney,GA,2024-08-29,,ACTIVE
300394,100187,233 Tammy Summit,Gardnerport,GA,2023-03-30,,ACTIVE
300395,100229,464 Garcia Courts,Benjaminmouth,SC,2025-12-28,,ACTIVE
300396,101906,678 White Inlet,Port Andrewland,NC,2023-12-29,,ACTIVE
300397,101987,6491 Corey Union Suite 379,East Mark,NC,2021-12-19,2023-10-12,CLOSED
300398,100569,24733 Finley Ramp,South Gloriafurt,NC,2022-02-23,,ACTIVE
300399,100422,941 Bradley Ridge,Lake Ninaborough,NC,2024-04-20,,ACTIVE
300400,101717,92221 Williams Centers,South Joseview,FL,2026-01-08,,ACTIVE
300401,101085,66689 Alan Pines Apt. 009,Clarkside,TN,2022-03-05,,ACTIVE
300402,100004,1058 Vicki Trafficway Apt. 848,New Tyronefurt,NC,2021-02-26,,ACTIVE
300403,101642,074 Salas Village,Josemouth,SC,2020-01-10,,ACTIVE
300404,100503,919 Jessica Lodge Suite 542,New Felicia,NC,2019-05-07,,ACTIVE
300405,101186,780 Karen Union Apt. 324,West Samantha,NC,2025-01-04,,ACTIVE
300406,101000,7869 Thompson Walk Apt. 587,Gibbsland,NC,2025-03-24,,ACTIVE
300407,100821,13460 Andrew Center,Lindamouth,VA,2024-01-21,,ACTIVE
300408,101796,011 Erin Knoll Suite 707,Mcdanieltown,NC,2021-11-19,,ACTIVE
300409,101343,0489 Sean Keys,Lake Maria,NC,2020-04-10,,ACTIVE
300410,101531,982 Houston Crest,Traceyfort,SC,2023-04-22,,ACTIVE
300411,101069,14946 Evans Passage,Edwardmouth,VA,2022-07-06,,ACTIVE
300412,100941,09878 Scott Rue Apt. 365,Rangelside,SC,2021-03-26,,ACTIVE
300413,100794,68379 Janet Mountain,West Denisechester,FL,2021-08-02,,ACTIVE
300414,100412,3192 Blanchard Course,Nelsonshire,GA,2023-06-11,2024-03-27,CLOSED
300415,100275,605 Joseph Parks,North Robertside,NC,2022-10-27,2025-04-27,CLOSED
300416,100643,055 Foster Ramp,Bensonmouth,TN,2023-10-07,,ACTIVE
300417,101640,4976 Natalie Road Suite 286,Paulburgh,NC,2020-12-29,,ACTIVE
300418,100501,20924 White Circles,Lake Michael,NC,2025-05-25,,ACTIVE
300419,100508,9860 John Flats,North Seth,NC,2019-02-25,,ACTIVE
300420,101356,5696 Marie Lake Suite 625,Murphybury,NC,2020-06-13,,ACTIVE
300421,101909,7726 Brittany Terrace,Johnburgh,SC,2024-11-26,,ACTIVE
300422,101089,7335 Nguyen Club Apt. 582,Lake Edward,GA,2018-05-18,2022-05-28,CLOSED
300423,100061,54135 Kimberly Inlet Suite 825,Justinchester,NC,2020-10-19,,ACTIVE
300424,101878,11183 Gibson Isle Apt. 476,Matthewton,SC,2021-04-29,,ACTIVE
300425,100252,87661 Thompson Tunnel,Ortegaton,NC,2020-07-27,,ACTIVE
300426,100203,88311 Shelton Gateway,Annahaven,NC,2024-08-22,,ACTIVE
300427,100114,6267 Bryant Shoals,Katherineton,FL,2025-06-05,,ACTIVE
300428,100551,9744 Stephanie Lodge,South Louistown,NC,2022-08-16,,ACTIVE
300429,101804,3262 Rachel Key Suite 017,New Adam,TN,2023-03-24,,ACTIVE
300430,101966,003 Connie Drive Apt. 580,Port Susanton,VA,2019-03-19,,ACTIVE
300431,101618,0232 Sean Ferry Suite 985,Nancyfort,NC,2022-07-07,,ACTIVE
300432,101050,328 Rachel Islands Apt. 597,Aaronmouth,SC,2020-07-29,,ACTIVE
300433,101702,0980 Mary Summit Apt. 323,Lake Jim,NC,2020-01-09,,ACTIVE
300434,100544,9116 Jennifer Coves,Jenniferside,VA,2021-12-04,2025-12-27,CLOSED
300435,100566,62442 Curry Radial Suite 433,Shawnberg,NC,2019-05-11,,ACTIVE
300436,100135,490 Emily Corners,Tannerville,NC,2019-10-23,,ACTIVE
300437,100842,1684 Gene Shoal Suite 081,East Alexandrabury,NC,2019-04-12,,ACTIVE
300438,100215,434 Carter Track Apt. 490,Williamside,SC,2023-12-13,2024-12-21,CLOSED
300439,101236,529 Wagner Terrace,Jamesland,NC,2024-02-10,,ACTIVE
300440,100361,91325 Delgado Heights,East Mark,TN,2021-03-22,,ACTIVE
300441,100505,701 Shannon Fields,Kaylaville,SC,2020-06-20,,ACTIVE
300442,100378,546 Phillips Lights,Lake Daniellefort,VA,2025-01-10,,ACTIVE
300443,100142,99920 Megan Springs,South Timothy,NC,2025-04-20,,ACTIVE
300444,101730,3413 Ross Gardens,Juliestad,NC,2021-10-15,,ACTIVE
300445,100097,9614 David Lodge,Jennifertown,TN,2023-06-11,,ACTIVE
300446,100286,99583 Floyd Expressway Apt. 905,South Stephanie,NC,2023-07-11,,ACTIVE
300447,100679,0977 Bauer Brook,Brittanymouth,TN,2020-02-11,,ACTIVE
300448,100402,5442 Gregory Flat Apt. 495,East Tammy,NC,2020-08-04,,ACTIVE
300449,100423,60518 Walker Manor Suite 000,Joehaven,VA,2022-08-14,,ACTIVE
300450,101945,456 Baker Orchard,East Jessica,NC,2023-11-28,,ACTIVE
300451,101744,7169 Stevens Walk,East Blakeborough,NC,2025-03-03,,ACTIVE
300452,101638,929 Andrew River Suite 197,East Lisa,NC,2023-12-02,,ACTIVE
300453,100266,496 Danielle Mill Suite 153,Brettfurt,VA,2024-06-01,,ACTIVE
300454,100165,919 Dylan Dale,Lake Courtneytown,SC,2023-08-09,,ACTIVE
300455,101409,6083 Linda Wall,Mathistown,NC,2023-06-01,,ACTIVE
300456,101134,42078 Jennifer Field,New Cheryl,SC,2022-08-24,,ACTIVE
300457,100787,8304 Carr Fork Apt. 459,New Stevenfurt,VA,2022-03-15,,ACTIVE
300458,101727,2993 Andrea Oval,New John,SC,2018-05-23,,ACTIVE
300459,100450,435 Christopher Pass,Duncanchester,SC,2023-12-05,,ACTIVE
300460,101954,935 Sandra Well Suite 542,Thomastown,SC,2018-02-26,,ACTIVE
300461,101762,63030 Mora Bypass,Lake Megan,TN,2022-05-03,,ACTIVE
300462,101438,13771 April Locks Suite 380,Lake Valerie,NC,2025-04-21,2025-12-06,CLOSED
300463,100970,4084 Stacy Common Suite 081,Jeffreymouth,SC,2021-07-15,,ACTIVE
300464,100783,652 Vincent Junctions Apt. 872,Braychester,NC,2019-05-11,2021-08-16,CLOSED
300465,101065,052 Lisa Crossing,East Robinfort,TN,2019-06-19,,ACTIVE
300466,101841,41295 Michelle Extensions Suite 404,East Peter,GA,2020-11-18,2024-07-25,CLOSED
300467,100878,19829 Ballard Parkway,Tammyhaven,NC,2023-06-15,,ACTIVE
300468,100429,88314 Marsh Pines,Lake Christopher,SC,2020-02-18,2022-06-22,CLOSED
300469,101101,7672 Ward Views,Englishside,NC,2018-02-08,2018-06-30,CLOSED
300470,101300,68686 Payne Mission Apt. 113,South Jerry,NC,2024-06-28,,ACTIVE
300471,100194,362 James Forges,Kaylamouth,NC,2019-06-30,,ACTIVE
300472,100769,990 James Point Apt. 925,East Danielleberg,VA,2020-01-02,,ACTIVE
300473,101480,34754 Martha Lock,East Nicholas,TN,2021-03-19,,ACTIVE
300474,101451,8332 Jennifer Grove Suite 242,Barnesstad,FL,2024-12-03,,ACTIVE
300475,100150,94792 Belinda Manors,South Brianna,SC,2024-11-29,,ACTIVE
300476,101628,458 Andrew Knoll Apt. 824,Grantchester,SC,2019-05-27,,ACTIVE
300477,100158,9193 Mia Terrace Suite 056,Reginamouth,NC,2020-05-31,2023-12-26,CLOSED
300478,101310,01388 Church Drive,Port Janicemouth,VA,2018-05-14,,ACTIVE
300479,101903,5492 Kayla Route Apt. 350,West Daniellehaven,NC,2019-08-25,,ACTIVE
300480,101443,228 Teresa Manor,Serranomouth,TN,2022-05-25,,ACTIVE
300481,100889,16845 Jeanne Keys Suite 953,South Annechester,NC,2020-04-18,,ACTIVE
300482,100408,9531 Stacey Common,Port Evanborough,VA,2022-04-04,,ACTIVE
300483,101410,419 John Summit Apt. 639,Michaelside,TN,2024-03-29,,ACTIVE
300484,100591,920 Leach Vista,North Mike,SC,2018-07-16,,ACTIVE
300485,100869,4968 Alicia Rapids Suite 220,Russellbury,NC,2024-09-30,,ACTIVE
300486,100004,6268 Lawrence Summit Apt. 097,Garyburgh,NC,2024-05-08,,ACTIVE
300487,101600,961 Harris Mission,Port Carolborough,NC,2022-11-06,,ACTIVE
300488,101829,9565 Barnes Dale,Singhtown,GA,2018-07-28,,ACTIVE
300489,100056,224 Daniel View Apt. 767,West Robin,TN,2020-08-13,,ACTIVE
300490,100601,692 John Road,South Shelia,NC,2024-10-23,,ACTIVE
300491,100521,69593 Stephanie Walks,Kevinshire,VA,2021-03-02,,ACTIVE
300492,101609,41054 Brown Turnpike,Port Douglashaven,TN,2024-04-07,,ACTIVE
300493,100983,3454 Berry Club,West Rhondafort,NC,2022-07-17,,ACTIVE
300494,100712,76565 Adam Wall Apt. 073,South Wendy,NC,2025-02-28,,ACTIVE
300495,101946,06356 Teresa Manors,Connerstad,SC,2018-07-29,,ACTIVE
300496,100395,58139 Ingram Trafficway Suite 383,East Christine,FL,2021-09-07,,ACTIVE
300497,101890,503 Burns Stravenue,Port Christopherfurt,GA,2019-05-03,2022-03-16,CLOSED
300498,101759,8886 Elizabeth Pine Apt. 022,Mannmouth,NC,2025-09-17,2026-06-30,CLOSED
300499,100268,1737 Douglas Brook,Bellville,TN,2023-09-27,,ACTIVE
300500,101908,225 Morgan Stravenue Apt. 055,North Rodneytown,NC,2023-06-08,,ACTIVE
300501,101171,6850 Michael Plaza Apt. 848,Gibsonbury,SC,2022-02-20,2024-12-01,CLOSED
300502,100475,3463 Payne Park,Grahamburgh,TN,2020-06-16,,ACTIVE
300503,101915,36158 Cruz Way,North Tara,NC,2022-08-06,,ACTIVE
300504,100949,575 Castaneda Isle Suite 217,South Henry,TN,2020-07-05,,ACTIVE
300505,101972,1171 Lisa Summit Suite 532,Amyland,NC,2025-07-21,,ACTIVE
300506,101573,408 James Ways Suite 100,North Shannon,GA,2020-12-17,,ACTIVE
300507,101410,9450 Sims Ville,East Christina,VA,2020-09-23,,ACTIVE
300508,101844,8205 Kevin Stravenue Suite 002,Salashaven,NC,2021-04-02,,ACTIVE
300509,101567,6852 Laurie Path,East Vanessa,GA,2021-02-24,,ACTIVE
300510,101148,1203 Angela Pine Apt. 865,Torresshire,NC,2024-03-26,,ACTIVE
300511,100394,8118 Patricia Falls Suite 358,East Tracey,SC,2024-10-22,,ACTIVE
300512,101010,5703 Eileen Rest Apt. 453,Wyattberg,FL,2024-10-28,,ACTIVE
300513,101542,2764 Thomas Walk,Taylorchester,FL,2024-11-25,,ACTIVE
300514,100057,76333 Bell Path,East Brianstad,FL,2025-09-23,,ACTIVE
300515,101950,324 Cindy Squares,Lake Virginia,GA,2022-06-01,,ACTIVE
300516,101702,80979 Joseph Walk,Tylerstad,NC,2024-11-13,,ACTIVE
300517,100306,240 Rhonda Course,Smithburgh,SC,2018-07-08,2021-12-29,CLOSED
300518,101401,9793 Jennifer Grove Suite 629,East Ryanmouth,NC,2018-04-09,,ACTIVE
300519,100127,0036 Jennifer Creek Suite 805,West Michael,VA,2019-12-26,,ACTIVE
300520,101895,434 Thomas Ford,Mitchellland,SC,2025-07-05,,ACTIVE
300521,101271,727 Hayes Grove,South Kimberly,VA,2024-10-18,,ACTIVE
300522,101794,6478 Amanda Villages Apt. 942,Carterside,NC,2020-12-17,2022-11-30,CLOSED
300523,100728,23651 Kevin Mountains,Wrightburgh,GA,2023-03-31,,ACTIVE
300524,101252,46149 Drake Crossing Apt. 835,Lake Zachary,NC,2018-12-09,,ACTIVE
300525,100019,3750 Watts Knoll,West Samantha,GA,2022-05-09,,ACTIVE
300526,100595,426 West Overpass,Elijahview,NC,2018-09-23,,ACTIVE
300527,101488,85867 Jennifer Mall Suite 212,Gilbertburgh,NC,2018-10-09,,ACTIVE
300528,100929,88882 Samuel Track Suite 045,South Stephaniefurt,NC,2018-03-15,,ACTIVE
300529,101590,3456 Jonathan Coves Apt. 382,Port Kathleenbury,GA,2025-05-06,,ACTIVE
300530,101526,450 Mckee Mountains Apt. 930,New Tamara,TN,2019-04-06,,ACTIVE
300531,101138,5293 Collins Plains,North Wendy,TN,2022-12-27,,ACTIVE
300532,100719,6466 Jimenez Landing Suite 841,East Leslie,TN,2018-09-18,,ACTIVE
300533,100659,46297 Thompson Ports,West Erikview,NC,2023-07-08,,CLOSED
300534,101120,651 Jennifer Rue,Martinezport,NC,2018-05-25,,ACTIVE
300535,101724,990 Chapman Neck,North Peterton,NC,2020-06-21,,ACTIVE
300536,100928,39997 Gordon Mountain Apt. 954,Kelleyview,NC,2018-08-29,,ACTIVE
300537,101036,437 Hancock Orchard Apt. 434,East Jessicaland,SC,2018-03-21,,ACTIVE
300538,101935,682 Green Place,Roberttown,NC,2020-05-18,,ACTIVE
300539,101698,26901 Eric Circles,Lake Matthewtown,VA,2018-11-13,,ACTIVE
300540,101038,08310 Becky Grove Suite 689,Lake Kristenbury,SC,2018-04-03,2018-07-08,CLOSED
300541,100379,905 Lee View Suite 159,Benjaminton,NC,2022-05-23,2025-08-21,CLOSED
300542,101399,6285 Mcclure Summit Apt. 517,Diazhaven,NC,2019-04-07,,ACTIVE
300543,101389,059 Taylor Island,North Matthewport,NC,2021-03-16,2024-07-02,CLOSED
300544,101939,4118 Wanda Station,East Erinchester,NC,2025-03-06,2026-06-30,CLOSED
300545,100880,38973 Potts Park Apt. 621,Lake Johnnyview,VA,2020-11-19,,ACTIVE
300546,100404,17260 Tami Lights,New Christianbury,NC,2018-05-21,2020-10-10,CLOSED
300547,100683,0712 White Unions Suite 301,Andrewsport,SC,2020-01-27,2022-03-06,CLOSED
300548,100087,16123 Mitchell Square Apt. 997,Jenniferstad,NC,2019-11-10,,ACTIVE
300549,100520,1708 Garcia Lodge,Garyport,NC,2019-09-29,,ACTIVE
300550,101204,07353 Amber Plain Apt. 132,Jessicafurt,SC,2024-09-06,,ACTIVE
300551,101271,35309 Fleming Skyway Apt. 894,Donnachester,NC,2021-03-02,,ACTIVE
300552,101494,273 William Way,New Rebeccahaven,FL,2020-06-19,,ACTIVE
300553,101733,296 Eaton Flat Apt. 961,North Joseph,NC,2020-01-15,2020-07-08,CLOSED
300554,100210,70925 Perry Island,Davidside,TN,2020-12-29,,ACTIVE
300555,100450,0151 Andrea Orchard Apt. 962,Lake Veronica,FL,2026-01-17,,ACTIVE
300556,100294,549 Caldwell Plaza Suite 111,Kellybury,NC,2022-08-11,,ACTIVE
300557,101242,44509 Scott Lodge,West Donaldton,NC,2018-06-29,,ACTIVE
300558,100923,7547 Smith Green,North Joyce,FL,2023-02-06,,ACTIVE
300559,101266,667 Russell Plaza Suite 009,Stephentown,TN,2025-06-28,,ACTIVE
300560,100521,787 Isaiah Trace,Jasonhaven,NC,2018-04-22,,ACTIVE
300561,101430,1335 Daniel Key,Vancemouth,GA,2025-12-07,,ACTIVE
300562,101150,48662 Guerra Rapids Suite 534,Mitchellville,NC,2025-02-12,,ACTIVE
300563,100316,031 Kimberly Circles,Larsentown,NC,2022-03-23,,ACTIVE
300564,100409,705 Amanda Coves,Lake Mariachester,VA,2022-09-01,2025-10-24,CLOSED
300565,100697,1954 Ashley Terrace Suite 476,Kaufmanberg,NC,2020-03-21,,ACTIVE
300566,100010,546 Stafford Trace,South Cassidy,NC,2020-02-20,,ACTIVE
300567,101445,91103 Ramirez Fort,Justinhaven,FL,2019-10-03,,ACTIVE
300568,101229,01043 Kendra Views Suite 934,Justinbury,NC,2025-11-03,,ACTIVE
300569,100969,8752 Williams Ports,Andreston,NC,2021-12-12,,ACTIVE
300570,100670,6338 Leonard Spring Apt. 742,East Williamburgh,VA,2023-10-20,2024-11-12,CLOSED
300571,100089,61357 Davis Springs Apt. 615,Martinburgh,NC,2024-07-14,,ACTIVE
300572,101013,5392 Justin Trail Suite 295,Donaldstad,GA,2024-11-01,2026-06-30,CLOSED
300573,100971,58860 Raven Branch Suite 093,Lake Kimberly,SC,2018-03-28,,ACTIVE
300574,100594,34417 Kyle Brooks,Acostafurt,VA,2020-03-24,,ACTIVE
300575,100450,57349 Jasmine Valley Apt. 042,Watersmouth,VA,2024-04-30,,ACTIVE
300576,101810,241 Nguyen Plaza Apt. 462,New Susanport,FL,2019-01-28,2019-07-12,CLOSED
300577,100597,077 Mckenzie Plaza Apt. 069,East Joshuachester,NC,2020-08-06,2024-02-08,CLOSED
300578,101448,307 Martinez Isle Suite 496,West Rhonda,VA,2021-09-13,,ACTIVE
300579,100659,82026 Johnson Points Suite 328,North Ashleyport,NC,2018-01-31,,ACTIVE
300580,100873,9260 Galloway Well,Port Ashleystad,SC,2021-11-08,,ACTIVE
300581,100131,0883 Brian Mills Apt. 050,Ashleebury,NC,2020-04-21,,ACTIVE
300582,101603,81648 Zimmerman Path Suite 328,Robinsonville,NC,2020-02-23,,ACTIVE
300583,100206,842 Delgado Squares,Maryburgh,NC,2019-01-24,,ACTIVE
300584,101588,389 Andrew Ports,Yangbury,VA,2018-05-02,,ACTIVE
300585,101778,2663 Dixon Dale Apt. 077,Port Krystal,FL,2018-03-23,2021-06-15,CLOSED
300586,101644,4843 Blake Glen,North Mikeberg,NC,2020-09-29,,ACTIVE
300587,101595,12178 Warren Manor,Wardland,NC,2019-11-21,,ACTIVE
300588,100602,12893 Smith Tunnel,West Keithstad,NC,2023-05-22,,ACTIVE
300589,101269,8169 Hamilton Heights,North Dakotahaven,NC,2023-05-21,,ACTIVE
300590,100675,0055 Ashley Landing,Lake Joseph,NC,2020-02-25,2023-01-04,CLOSED
300591,100880,81702 Anne Grove Apt. 987,North Markbury,NC,2019-08-20,,ACTIVE
300592,100634,5727 James Park,Leeview,GA,2025-08-24,,ACTIVE
300593,100307,7929 Ortiz Divide Apt. 012,North Madisonland,NC,2021-07-27,,ACTIVE
300594,101980,482 Benson Circles,Lake Ronaldtown,VA,2024-06-20,,ACTIVE
300595,101641,11974 Brown Estate Suite 061,East Curtisfort,SC,2021-02-04,,ACTIVE
300596,100155,311 Kyle Streets,South Johnport,SC,2018-10-02,,ACTIVE
300597,101127,16759 Jose Squares Suite 203,South Baileyton,NC,2023-02-11,,ACTIVE
300598,101499,5688 Gary Freeway,West Matthew,NC,2019-01-10,,ACTIVE
300599,101751,6568 Luke Heights Suite 636,Davistown,NC,2025-04-13,,ACTIVE
300600,101672,90737 Parker Fall,Kevinburgh,NC,2020-04-13,,ACTIVE
300601,101455,9922 Sullivan Path,Melissaview,SC,2024-11-04,,ACTIVE
300602,101708,2053 Tyler Court Suite 374,West Jonathan,VA,2018-04-27,,ACTIVE
300603,100171,137 Sanders Extensions Apt. 301,Nelsonview,SC,2018-06-24,,ACTIVE
300604,100962,8856 William Walk Suite 077,North Andrewborough,FL,2019-01-08,,ACTIVE
300605,100192,17508 Jeffrey Street,West Edwardchester,FL,2019-06-11,,ACTIVE
300606,101867,8677 Smith Trace,Alexanderhaven,NC,2020-06-30,,ACTIVE
300607,101714,11565 Knight Harbors Suite 344,Marychester,NC,2021-06-23,,ACTIVE
300608,101764,09830 Lauren Walk Apt. 537,Ramosburgh,NC,2024-02-02,,ACTIVE
